,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
801,lumasayi,L U M A S A Y I,2274495599,1131957825100554246,/lumasayi/status/1131957825100554246,2019-05-24 16:19:10,1558714750,Hiyo home fibre yenu @Safaricom_Care iko down tu sana. Changamkeni.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tl"">Hiyo <strong>home</strong> <strong>fibre</strong> yenu <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> iko down tu sana. Changamkeni.</p>",[],[],False,[],,0,0,1,True,False,,[]
802,kagzhun,Mwana wa Slim,29413087,1131898703424442369,/kagzhun/status/1131898703424442369,2019-05-24 12:24:15,1558700655,@SafaricomPLC @Safaricom_Care its now day 3 since you promised to handle my home fibre request. how long does a technician take to come?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> its now day 3 since you promised to handle my <strong>home</strong> <strong>fibre</strong> request. how long does a technician take to come?</p>",[],[],False,[],,0,0,1,True,False,,[]
803,WambuiNdi23,Elizabeth Wambui,622907655,1131880546903175170,/WambuiNdi23/status/1131880546903175170,2019-05-24 11:12:06,1558696326,"@Safaricom_Care hi kindly assist us our home fibre went  off in the morning and bado haijarudi.  Safaricom Home Fibre Account 11168795, Juja-sewage area","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> hi kindly assist us our <strong>home</strong> <strong>fibre</strong> went  off in the morning and bado haijarudi.  <strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong> Account 11168795, Juja-sewage area</p>",[],[],False,[],,0,0,1,True,False,,[]
804,Jasiri_TEA,Jasiri,196552863,1131834467046309888,/Jasiri_TEA/status/1131834467046309888,2019-05-24 08:09:00,1558685340,But can't the same be offered stand alone like the home fibre? You certainly don't need a safcom SIM for home fibre though if they were jackasses they would have made it so.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">But can't the same be offered stand alone like the <strong>home</strong> <strong>fibre</strong>? You certainly don't need a safcom SIM for <strong>home</strong> <strong>fibre</strong> though if they were jackasses they would have made it so.</p>",[],[],False,[],,1,0,1,True,True,1131470472007307264,"[{'screen_name': 'wuugk', 'user_id': '185101722'}, {'screen_name': 'Safaricom_Care', 'user_id': '320662182'}]"
805,LancoYvonne,Yvonne Lanco,2211052971,1131812155534323712,/LancoYvonne/status/1131812155534323712,2019-05-24 06:40:20,1558680020,@Safaricom_Care my home fibre has been down since yesterday. Account number: 11099439,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> my <strong>home</strong> <strong>fibre</strong> has been down since yesterday. Account number: 11099439</p>",[],[],False,[],,0,0,1,True,False,,[]
806,stevebukachi,Steve  Bukachi,376103083,1131538903620575232,/stevebukachi/status/1131538903620575232,2019-05-23 12:34:32,1558614872,"@Safaricom_Care Hi, my home fibre account no. 11158205 has been down since morning. Kindly do something","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Hi, my <strong>home</strong> <strong>fibre</strong> account no. 11158205 has been down since morning. Kindly do something</p>",[],[],False,[],,0,0,0,False,False,,[]
807,lucy_mwendia,It'smeLucia,714177240263749632,1131242892276707328,/lucy_mwendia/status/1131242892276707328,2019-05-22 16:58:17,1558544297,@SafaricomPLC @Safaricom_Care I have been experiencing home fibre internet downtime since morning. Kindly Advice.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> I have been experiencing <strong>home</strong> <strong>fibre</strong> internet downtime since morning. Kindly Advice.</p>",[],[],False,[],,0,0,2,True,False,,[]
808,OBYoungKenobi,Obara Young,77439070,1131230101054644231,/OBYoungKenobi/status/1131230101054644231,2019-05-22 16:07:27,1558541247,@Safaricom_Care will today still count as part of the month long home fibre subscription or will you offer me an extra day once it ends? With the service being out all day...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> will today still count as part of the month long <strong>home</strong> <strong>fibre</strong> subscription or will you offer me an extra day once it ends? With the service being out all day...</p>",[],[],False,[],,0,0,1,True,False,,[]
809,Anthony_Karanja,Anthony Karanja,238265232,1131176249769041920,/Anthony_Karanja/status/1131176249769041920,2019-05-22 12:33:28,1558528408,@SafaricomPLC @Safaricom_Care my Home Fibre number 11161410 has been down the whole day. Your assistance and intervention will be highly appreciated.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> my <strong>Home</strong> <strong>Fibre</strong> number 11161410 has been down the whole day. Your assistance and intervention will be highly appreciated.</p>",[],[],False,[],,0,0,2,True,False,,[]
810,Rachael39530298,Rachael,991909350695407618,1131150843481399296,/Rachael39530298/status/1131150843481399296,2019-05-22 10:52:31,1558522351,@Safaricom_Care home fibre still down till when?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <strong>home</strong> <strong>fibre</strong> still down till when?</p>",[],[],False,[],,0,0,1,True,False,,[]
811,DocMuriithi,Marto,341482341,1131136006051250176,/DocMuriithi/status/1131136006051250176,2019-05-22 09:53:33,1558518813,@Safaricom_Care this relationship with you guys is not working! Your Home Fibre is bure kabisa.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> this relationship with you guys is not working! Your <strong>Home</strong> <strong>Fibre</strong> is bure kabisa.</p>",[],[],False,[],,0,0,1,True,False,,[]
812,ogada700,Alice Ogada,1264169094,1131131559023644674,/ogada700/status/1131131559023644674,2019-05-22 09:35:53,1558517753,@Safaricom_Care hi! Is there something wrong with your home fibre service?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> hi! Is there something wrong with your <strong>home</strong> <strong>fibre</strong> service?</p>",[],[],False,[],,0,0,1,True,False,,[]
813,Jerry_Mwas,🇰🇪                                GERALD🇰🇪🇰🇪,268790412,1131092589187358720,/Jerry_Mwas/status/1131092589187358720,2019-05-22 07:01:02,1558508462,"Guys ! With reasons help choose between 
@Zuku_WeCare & @Safaricom_Care home fibre. Both providers are within my area Roysambu!  TIA","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Guys ! With reasons help choose between 
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""624612122"" dir=""ltr"" href=""/Zuku_WeCare""><s>@</s><b>Zuku_WeCare</b></a> &amp; <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <strong>home</strong> <strong>fibre</strong>. Both providers are within my area Roysambu!  TIA</p>",[],[],False,[],,0,0,0,False,False,,[]
814,lydia_joyce,Lydia Joyce Mmbone,980429371,1131084511574396928,/lydia_joyce/status/1131084511574396928,2019-05-22 06:28:56,1558506536,@Safaricom_Care Hi. I requested for safaricom home fibre and got a response someone will contact me in 24hrs. It's been 3months now. Kindly advise on way forward,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Hi. I requested for <strong>safaricom</strong> <strong>home</strong> <strong>fibre</strong> and got a response someone will contact me in 24hrs. It's been 3months now. Kindly advise on way forward</p>",[],[],False,[],,2,0,1,True,False,,[]
815,yole254,BYole254,1131038128070901766,1131043092147122176,/yole254/status/1131043092147122176,2019-05-22 03:44:21,1558496661,"@bobcollymore @SafaricomPLC I am one dissatisfied Safaricom home Fibre subscriber, since February I have been calling 400 to get them connect my relocation to utawala but all in vain. TRALLEDIA apartment residents are suffering.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""96399121"" dir=""ltr"" href=""/bobcollymore""><s>@</s><b>bobcollymore</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> I am one dissatisfied <strong>Safaricom</strong> <strong>home</strong> <strong>Fibre</strong> subscriber, since February I have been calling 400 to get them connect my relocation to utawala but all in vain. TRALLEDIA apartment residents are suffering.</p>",[],[],False,[],,0,0,1,True,False,,[]
816,Blogs_Kenya,Top Kenyan Blogs,201225656,1130886151517147143,/Blogs_Kenya/status/1130886151517147143,2019-05-21 17:20:44,1558459244,[TECH] Safaricom Now Lets Customers Pay For Home Fiber Through PostPay: Safaricom today has announced an alternative payment method for their customers who use Safaricom Home Fibre. Their new system which th.. https://techweez.com/2019/05/21/safaricom-post-pay-home-fiber/ … via @techweez,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">[TECH] <strong>Safaricom</strong> Now Lets Customers Pay For <strong>Home</strong> Fiber Through PostPay: <strong>Safaricom</strong> today has announced an alternative payment method for their customers who use <strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong>. Their new system which th.. <a class=""twitter-timeline-link"" data-expanded-url=""https://techweez.com/2019/05/21/safaricom-post-pay-home-fiber/"" dir=""ltr"" href=""https://t.co/BmNcNDEh9r"" rel=""nofollow noopener"" target=""_blank"" title=""https://techweez.com/2019/05/21/safaricom-post-pay-home-fiber/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">techweez.com/2019/05/21/saf</span><span class=""invisible"">aricom-post-pay-home-fiber/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""39218350"" dir=""ltr"" href=""/techweez""><s>@</s><b>techweez</b></a></p>",['https://techweez.com/2019/05/21/safaricom-post-pay-home-fiber/'],[],False,[],,0,0,0,False,False,,[]
817,KingSeroney,Edwin Seroney,739508647844286464,1130860194353823744,/KingSeroney/status/1130860194353823744,2019-05-21 15:37:35,1558453055,@CofekRebranded @SafaricomPLC @Safaricom_Care  Who has ever gotten value for money with Fibre Home?? I think this product requires specialist to interpret what happens.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""4513318240"" dir=""ltr"" href=""/CofekRebranded""><s>@</s><b>CofekRebranded</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a>  Who has ever gotten value for money with <strong>Fibre</strong> <strong>Home</strong>?? I think this product requires specialist to interpret what happens.</p>",[],[],False,[],,0,0,0,False,False,,[]
818,NofNews_Kenya,NetworkOfNews Kenya,712747607064494086,1130828168158310400,/NofNews_Kenya/status/1130828168158310400,2019-05-21 13:30:19,1558445419,Safaricom today has announced an alternative payment method for their customers who use Safaricom Home Fibre. Their new system which... - https://is.gd/qISbVK ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Safaricom</strong> today has announced an alternative payment method for their customers who use <strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong>. Their new system which... - <a class=""twitter-timeline-link"" data-expanded-url=""https://is.gd/qISbVK"" dir=""ltr"" href=""https://t.co/AcmHRBNmB9"" rel=""nofollow noopener"" target=""_blank"" title=""https://is.gd/qISbVK""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">is.gd/qISbVK</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://is.gd/qISbVK'],[],False,[],,0,0,0,False,False,,[]
819,CalebManywele,#DaktariBilaManywele,550038620,1130799987468787713,/CalebManywele/status/1130799987468787713,2019-05-21 11:38:20,1558438700,"Tuko na Unlimited Fibre at Home na Safaricom. Bundles zikiisha tutakurushia password, usijali  https://twitter.com/janetmachuka_/status/1130797753800581120 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""tl"">Tuko na Unlimited <strong>Fibre</strong> at <strong>Home</strong> na <strong>Safaricom</strong>. Bundles zikiisha tutakurushia password, usijali <img alt=""😂"" aria-label=""Emoji: Muka dengan tangisan kegembiraan"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Muka dengan tangisan kegembiraan""/> <a class=""twitter-timeline-link"" data-expanded-url=""https://twitter.com/janetmachuka_/status/1130797753800581120"" dir=""ltr"" href=""https://t.co/gB94PvcyhN"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/janetmachuka_/status/1130797753800581120""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/janetmachuka_/</span><span class=""invisible"">status/1130797753800581120</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/janetmachuka_/status/1130797753800581120'],[],False,[],,0,0,0,False,False,,[]
820,isaacmathz,Isaac Mathuku,1668389058,1130746518196162560,/isaacmathz/status/1130746518196162560,2019-05-21 08:05:52,1558425952,"@sylmulinge   I pay 2,900/ p.m  to safaricom home fibre   for  premium service.The internet is slow and badly unstable. I've called customer care,technicians came to my house,nothing!
Dissatisfied customer Tel: 0275049174 ,BTW Nakumatt was once biggest supermarket","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""236934975"" dir=""ltr"" href=""/sylmulinge""><s>@</s><b>sylmulinge</b></a>   I pay 2,900/ p.m  to <strong>safaricom</strong> <strong>home</strong> <strong>fibre</strong>   for  premium service.The internet is slow and badly unstable. I've called customer care,technicians came to my house,nothing!
Dissatisfied customer Tel: 0275049174 ,BTW Nakumatt was once biggest supermarket</p>",[],[],False,[],,1,0,0,False,False,,[]
821,isaacmathz,Isaac Mathuku,1668389058,1130746381465980928,/isaacmathz/status/1130746381465980928,2019-05-21 08:05:20,1558425920,"@Safaricom_Care @sylmulinge  I pay 2,900/ p.m  to safaricom home fibre   for  premium service.The internet is slow and badly unstable. I've called customer care,technicians came to my house,nothing!Dissatisfied customer Tel: 0275049174 ,BTW Nakumatt was once biggest supermarket","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""236934975"" dir=""ltr"" href=""/sylmulinge""><s>@</s><b>sylmulinge</b></a>  I pay 2,900/ p.m  to <strong>safaricom</strong> <strong>home</strong> <strong>fibre</strong>   for  premium service.The internet is slow and badly unstable. I've called customer care,technicians came to my house,nothing!Dissatisfied customer Tel: 0275049174 ,BTW Nakumatt was once biggest supermarket</p>",[],[],False,[],,0,0,1,True,False,,[]
822,shadracnicholas,Shadrac Nicholas 🛰️,138067528,1130569384446046210,/shadracnicholas/status/1130569384446046210,2019-05-20 20:22:00,1558383720,"@Safaricom_Care Good Evening, Just migrated to Safaricom Home Fibre. Does it allow port forwarding?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Good Evening, Just migrated to <strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong>. Does it allow port forwarding?</p>",[],[],False,[],,0,0,0,False,False,,[]
823,mkihuha,Martin Kihuha,90130884,1130555255719157761,/mkihuha/status/1130555255719157761,2019-05-20 19:25:52,1558380352,@Safaricom_Care is there an issue with your Fibre Home connection today? I cannot even access YouTube,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> is there an issue with your <strong>Fibre</strong> <strong>Home</strong> connection today? I cannot even access YouTube</p>",[],[],False,[],,0,0,2,True,False,,[]
824,Wangary_Paulynn,IG: Wangary_Barbie,274444156,1130545285191610368,/Wangary_Paulynn/status/1130545285191610368,2019-05-20 18:46:15,1558377975,@Safaricom_Care Did you find out whats wrong with my home fibre? My account number is 11037658... when will it be fixed?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Did you find out whats wrong with my <strong>home</strong> <strong>fibre</strong>? My account number is 11037658... when will it be fixed?</p>",[],[],False,[],,0,0,1,True,False,,[]
825,Wangary_Paulynn,IG: Wangary_Barbie,274444156,1130531540222529536,/Wangary_Paulynn/status/1130531540222529536,2019-05-20 17:51:38,1558374698,@Safaricom_Care Is anything wrong with home fibre? Mine stopped working about 20 mins ago my account no is 11037658...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Is anything wrong with <strong>home</strong> <strong>fibre</strong>? Mine stopped working about 20 mins ago my account no is 11037658...</p>",[],[],False,[],,0,0,1,True,False,,[]
826,the_newtonian,Newton Nyambati,33524310,1130504098154012673,/the_newtonian/status/1130504098154012673,2019-05-20 16:02:35,1558368155,@Safaricom_Care I'm consistently getting half the  download speed I pay for on my home fibre. I'm testing while this is the only device connected to the router. Please help. Acc No. 11162907. As you can see upload speeds are just fine. pic.twitter.com/ws5vDZmZQL,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> I'm consistently getting half the  download speed I pay for on my <strong>home</strong> <strong>fibre</strong>. I'm testing while this is the only device connected to the router. Please help. Acc No. 11162907. As you can see upload speeds are just fine. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ws5vDZmZQL"">pic.twitter.com/ws5vDZmZQL</a></p>",[],[],True,['https://pbs.twimg.com/media/D7Baj-GXkAMGoKE.jpg'],,0,0,1,True,False,,[]
827,ejkamau,ejk,20321437,1130404438500364289,/ejkamau/status/1130404438500364289,2019-05-20 09:26:34,1558344394,"@SafaricomPLC @Safaricom_Care  what is wrong with your home fibre it is constantly slow, yet am paying for the 10mbs pic.twitter.com/9SpUAQgCCH","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""117685967"" dir=""ltr"" href=""/SafaricomPLC""><s>@</s><b>SafaricomPLC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a>  what is wrong with your <strong>home</strong> <strong>fibre</strong> it is constantly slow, yet am paying for the 10mbs <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9SpUAQgCCH"">pic.twitter.com/9SpUAQgCCH</a></p>",[],[],True,['https://pbs.twimg.com/media/D7AA1obXkAEqL3I.jpg'],,0,0,2,True,False,,[]
828,Safaricom_Care,Safaricom Care,320662182,1130388886876839936,/Safaricom_Care/status/1130388886876839936,2019-05-20 08:24:46,1558340686,Fibre to the home or for business Trey? For home services you can check whether your area is covered on https://www.safaricom.co.ke/home/coverage.php … then DM your estate name and contact if the area is covered. If for business DM your contact.^WM,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Fibre</strong> to the <strong>home</strong> or for business Trey? For <strong>home</strong> services you can check whether your area is covered on <a class=""twitter-timeline-link"" data-expanded-url=""https://www.safaricom.co.ke/home/coverage.php"" dir=""ltr"" href=""https://t.co/JFuakGohJE"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.safaricom.co.ke/home/coverage.php""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">safaricom.co.ke/home/coverage.</span><span class=""invisible"">php</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> then DM your estate name and contact if the area is covered. If for business DM your contact.^WM</p>",['https://www.safaricom.co.ke/home/coverage.php'],[],False,[],,0,0,0,False,True,1130379389919780865,"[{'screen_name': 'Trey_Sawey_', 'user_id': '69963965'}]"
829,CofekRebranded,Consumers Federation of Kenya (COFEK),4513318240,1130366645359304704,/CofekRebranded/status/1130366645359304704,2019-05-20 06:56:24,1558335384,"Google and other top U.S. tech companies begin severing vital links with #Huawei after President Trump's trade blacklist. Kenyan telcos like Safaricom heavily rely on @Huawei for 
fibre to homes and business internet infrastructure #ConsumerVoicepic.twitter.com/nyD0ESsQTv","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Google and other top U.S. tech companies begin severing vital links with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Huawei?src=hash""><s>#</s><b>Huawei</b></a> after President Trump's trade blacklist. Kenyan telcos like <strong>Safaricom</strong> heavily rely on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""98047213"" dir=""ltr"" href=""/Huawei""><s>@</s><b>Huawei</b></a> for 
<strong>fibre</strong> to <strong>homes</strong> and business internet infrastructure <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ConsumerVoice?src=hash""><s>#</s><b>ConsumerVoice</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/nyD0ESsQTv"">pic.twitter.com/nyD0ESsQTv</a></p>",[],"['Huawei', 'ConsumerVoicepic']",True,['https://pbs.twimg.com/media/D6_eePbXsAAWqML.jpg'],,0,0,0,False,False,,[]
830,vendesia,val,73600058,1130108981790334976,/vendesia/status/1130108981790334976,2019-05-19 13:52:32,1558273952,"Said it was a routine check.. So, basically no team was sent out to check the home Fibre service?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Said it was a routine check.. So, basically no team was sent out to check the <strong>home</strong> <strong>Fibre</strong> service?</p>",[],[],False,[],,0,0,1,True,True,1130022143356481538,"[{'screen_name': 'Safaricom_Care', 'user_id': '320662182'}]"
831,pascalsimbaone,pascal mwanthi,369488496,1130093025407983616,/pascalsimbaone/status/1130093025407983616,2019-05-19 12:49:08,1558270148,@Safaricom_Care Hi can get contact person for home fibre installation thome,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Hi can get contact person for <strong>home</strong> <strong>fibre</strong> installation thome</p>",[],[],False,[],,0,0,1,True,False,,[]
832,berur10,Mr,91576457,1130025486032277504,/berur10/status/1130025486032277504,2019-05-19 08:20:45,1558254045,Safaricom Home Fibre all the way.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Safaricom</strong> <strong>Home</strong> <strong>Fibre</strong> all the way.</p>",[],[],False,[],,0,0,0,False,True,1129802885628407809,"[{'screen_name': 'CiruMuriuki', 'user_id': '18158733'}, {'screen_name': 'FaibaJTL', 'user_id': '456476676'}]"
833,vendesia,val,73600058,1130022143356481538,/vendesia/status/1130022143356481538,2019-05-19 08:07:28,1558253248,@Safaricom_Care Have you sent any technicians to homes to check on your internet Fibre services?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""320662182"" dir=""ltr"" href=""/Safaricom_Care""><s>@</s><b><strong>Safaricom</strong>_Care</b></a> Have you sent any technicians to <strong>homes</strong> to check on your internet <strong>Fibre</strong> services?</p>",[],[],False,[],,0,0,1,True,False,,[]
